,Accuracy,Precision,Recall,F1 Score,FPR,FNR
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.5",0.9570200030307623,0.95125093954687,0.9669989812254403,0.9590603179185536,0.053816974869606446,0.03300101877455974
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.5",0.9579449874971584,0.950419093621253,0.9701276102088167,0.9601722282023681,0.055388033645453104,0.029872389791183295
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.3",0.9526253977875435,0.9587572073891807,0.9498617377383205,0.9542887430775135,0.044373320689110166,0.05013826226167952
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.3",0.9547624460104569,0.959713910378047,0.9534512761020881,0.9565723430566669,0.04380257102047294,0.046548723897911835
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.5",0.9558266404000606,0.9507850025091404,0.9651069713287731,0.957892456032646,0.054251620041093726,0.03489302867122689
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.5",0.9561263923619004,0.9488418360096632,0.9682424593967517,0.9584439819134429,0.0571337882875734,0.03175754060324826
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.3",0.9465828155781179,0.9455524243081147,0.9522267501091544,0.9488778506943185,0.059546388493756916,0.04777324989084558
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.3",0.9486246874289611,0.9477246543778802,0.9543213457076566,0.9510115606936416,0.05760990318996985,0.045678654292343385
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.5",0.9545575087134415,0.9532068654019874,0.9598311745015282,0.9565075508983122,0.05116959064327485,0.04016882549847184
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.5",0.9547624460104569,0.9518003155931717,0.9621519721577726,0.9569481502848489,0.053324869068401844,0.03784802784222738
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.3",0.9504470374299137,0.9606550088915234,0.9434580119342163,0.9519788530729129,0.041963015647226175,0.05654198806578373
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.3",0.9507463817534288,0.9596702973211657,0.9454756380510441,0.9525200876552228,0.04348516108554198,0.054524361948955914
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.5",0.9557319290801637,0.9553141408654716,0.9598675593072333,0.9575854371222708,0.04875928560139087,0.040132440692766704
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.5",0.9580207622944609,0.9546888442787497,0.9654872389791184,0.9600576784426821,0.05015076971909221,0.03451276102088167
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.3",0.9357478405819063,0.9367341019505474,0.9400742250036385,0.9384011912977155,0.06895052947684527,0.05992577499636152
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.3",0.9390012881715541,0.9409294918198928,0.9424303944315545,0.9416793450699124,0.06475162672591653,0.057569605568445474
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.5",0.9577776935899379,0.9532321165787301,0.9663076699170426,0.9597253591110309,0.051485696222538326,0.033692330082957356
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.5",0.9571872395241343,0.9504767326028177,0.9685324825986079,0.9594196653020183,0.05522932867798762,0.031467517401392114
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.3",0.9533262615547811,0.9567693880531619,0.9534274486974239,0.9550954949701123,0.04678362573099415,0.046572551302576044
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.3",0.9537773736455255,0.9551114972487692,0.9564965197215777,0.9558035067381538,0.049198539914299316,0.043503480278422275
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.5",0.9569063494468859,0.9504985882268845,0.9676175229224276,0.9589816634513099,0.054725778409988934,0.03238247707757241
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.5",0.956050617564598,0.947562358276644,0.9695475638051044,0.9584288990825688,0.05872083796222822,0.030452436194895592
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.3",0.9185482648886195,0.9100459851432614,0.9360718963760734,0.9228754887541701,0.1004820610083768,0.06392810362392665
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.3",0.918466318102599,0.9083637384226775,0.9386600928074246,0.9232634431607474,0.10363434375495953,0.061339907192575406
"train layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.5",0.9565464464312775,0.9570029027576198,0.9596492504730024,0.9583242496911561,0.046823138928402085,0.04035074952699753
"val layers=[64, 128, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.5",0.9576418883079488,0.9557025744283043,0.9636020881670534,0.9596360748068452,0.04888112997936835,0.03639791183294663
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.3",0.948287619336263,0.9512541927956832,0.9493159656527435,0.9502840909090909,0.052829144934408094,0.05068403434725659
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.3",0.9499128589831022,0.9512230424084528,0.953016241299304,0.9521187975371243,0.05348357403586732,0.04698375870069606
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.5",0.9556940445522049,0.9572982213654385,0.9576117013535148,0.9574549357003838,0.04638849375691481,0.042388298646485224
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.5",0.9580965370917632,0.9574498773979518,0.9625870069605569,0.960011569889363,0.04681796540231709,0.037412993039443156
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.3",0.9522844370359145,0.9505829693534996,0.9581574734390919,0.9543551923460235,0.054093567251461985,0.041842526560908165
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.3",0.9518830037129651,0.9497198678350812,0.9586716937354989,0.954174785307065,0.05554673861291858,0.04132830626450116
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.5",0.9555425064403698,0.9576854448126434,0.956884005239412,0.9572845572845573,0.045914335388019596,0.04311599476058798
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.5",0.956050617564598,0.9570188133140376,0.958961716937355,0.9579892800231783,0.047135375337248056,0.04103828306264501
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.3",0.9543491438096682,0.9580227970188514,0.9541187600058215,0.9560667930581888,0.04540066382171645,0.04588123999417843
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.3",0.9546866712131545,0.9574375363160953,0.9557714617169374,0.9566037735849057,0.04650055546738613,0.04422853828306265
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.5",0.9547090468252766,0.957117353444821,0.955828845873963,0.956472665707888,0.04650703334913861,0.04417115412603697
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.5",0.9557475183753883,0.9552798615118292,0.9602668213457076,0.9577668498698293,0.049198539914299316,0.03973317865429234
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.3",0.9497272313986967,0.9520463151762307,0.9513535147722311,0.9516997888913155,0.052038880986249404,0.04864648522776888
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.3",0.9518830037129651,0.9510157037890794,0.9572215777262181,0.9541085495410855,0.05395968893826377,0.0427784222737819
"train layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.5",0.9569821185028035,0.9497021367673814,0.9686726822878766,0.9590936109660104,0.05571360834518729,0.031327317712123416
"val layers=[64, 128, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.5",0.9574145639160415,0.947316384180791,0.972592807424594,0.9597882083571837,0.05919695286462466,0.027407192575406032
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.3",0.9548605849371117,0.9582314067691409,0.9549192257313346,0.9565724491097626,0.045203097834676784,0.045080774268665406
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.3",0.9566568159430173,0.9573329476424646,0.9598317865429234,0.9585807385952209,0.04681796540231709,0.040168213457076565
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.5",0.9556751022882255,0.9548480463096961,0.9602677921699898,0.9575502503446774,0.049312470365101946,0.03973220783001019
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.5",0.9571114647268318,0.9534383954154728,0.9650522041763341,0.9592101470164313,0.05157911442628154,0.034947795823665896
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.3",0.9436088801333535,0.9535141937155335,0.9373817493814584,0.945379153441095,0.04962857594436542,0.06261825061854169
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.3",0.9436235508070016,0.9510263929618769,0.9405452436194895,0.9457567804024497,0.05300745913347088,0.05945475638051044
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.5",0.9560539475678133,0.9516152189519024,0.9646339688546063,0.9580803700491471,0.05326379010589537,0.03536603114539368
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.5",0.9557475183753883,0.9495726495726495,0.9666473317865429,0.958033917792469,0.05618155848278051,0.03335266821345707
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.3",0.9377557205637218,0.9446200205791563,0.9352714306505603,0.939922480620155,0.059546388493756916,0.06472856934943967
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.3",0.9383950897931348,0.9451192741109322,0.9364849187935035,0.9407822856726638,0.059514362799555624,0.06351508120649652
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.5",0.9572851947264737,0.9544946856422266,0.9639062727405036,0.9591773927840838,0.04990516832622096,0.03609372725949644
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.5",0.9580965370917632,0.9530067133266676,0.9675174013921114,0.9602072389724401,0.05221393429614347,0.03248259860788863
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.3",0.9218252765570542,0.923180055803167,0.9269756949497889,0.9250739819538498,0.08376797850482061,0.07302430505021103
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.3",0.9241494279002803,0.9231873653984207,0.9324245939675174,0.9277829882403867,0.0849071575940327,0.0675754060324826
"train layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.5",0.9552962570086376,0.9519680506584155,0.962705574152234,0.9573067042946561,0.052750118539592224,0.037294425847765975
"val layers=[64, 128, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.5",0.956050617564598,0.9499857509261898,0.966792343387471,0.9583153658186,0.05570544358038407,0.033207656612529
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.3",0.9441960903167147,0.9551491319186823,0.9367995924901761,0.9458853783982366,0.04777145566619251,0.06320040750982389
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.3",0.9457452451314693,0.9541446208112875,0.941415313225058,0.9477372262773722,0.04951594984923028,0.058584686774941996
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.5",0.9564896196393393,0.9558733031674208,0.9607771794498617,0.9583189678636883,0.04816658764027185,0.03922282055013826
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.5",0.9583238614836705,0.9549756237453398,0.9657772621809745,0.9603460706560922,0.049833359784161244,0.034222737819025524
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.3",0.8959690862251857,0.915006038647343,0.8821132295153544,0.8982586143015932,0.08898372056266793,0.11788677048464562
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.3",0.89937106918239,0.9209253099485939,0.8832656612529002,0.9017024426350851,0.08300269798444691,0.11673433874709976
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.5",0.9579671162297317,0.9565908844471753,0.96296026779217,0.9597650087940381,0.047455350086929034,0.03703973220783001
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.5",0.9588542850647874,0.9567217828900072,0.964907192575406,0.9607970543643058,0.04777019520710998,0.03509280742459397
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.3",0.9520003030762236,0.9576638051214322,0.9497889681269102,0.9537101311607176,0.04559822980875612,0.0502110318730898
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.3",0.9540046980374327,0.9587162654996353,0.953016241299304,0.9558577557995782,0.04491350579273131,0.04698375870069606
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.5",0.9558645249280194,0.9538794658967882,0.9617231843981953,0.9577852665144763,0.050497866287339974,0.03827681560180469
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.5",0.9577176631052512,0.9534917000572409,0.9662122969837587,0.95980985306828,0.05157911442628154,0.0337877030162413
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.3",0.9319404455220488,0.9372917963173115,0.9315965652743414,0.93443550300177,0.06768610715979137,0.06840343472565856
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.3",0.9318026824278245,0.9366443344013982,0.9325696055684455,0.9346025287022235,0.06903666084748453,0.06743039443155452
"train layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.5",0.957588270950144,0.9532804251804503,0.9658710522485809,0.9595344381992011,0.05140666982772246,0.03412894775141901
"val layers=[64, 128, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.5",0.9576418883079488,0.951803792955939,0.9679524361948956,0.9598101948378748,0.05364227900333281,0.03204756380510441
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.3",0.9501818457342022,0.9579862902631385,0.945786639499345,0.951847376322824,0.04504504504504504,0.05421336050065493
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.3",0.9518830037129651,0.9569405926142169,0.9506960556844548,0.953808103586237,0.04681796540231709,0.049303944315545245
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.5",0.9533073192908016,0.954675971358994,0.9556833066511424,0.9551793734203684,0.04927295716769401,0.04431669334885752
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.5",0.9534742744563158,0.9515526164462335,0.9598317865429234,0.9556742708634133,0.05348357403586732,0.040168213457076565
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.3",0.9359183209577209,0.9404261540148386,0.9362174355988939,0.938317075394293,0.06440651177493283,0.06378256440110609
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.3",0.9352125483064333,0.9362992922143579,0.9399651972157773,0.9381286634344019,0.06998889065227741,0.06003480278422274
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.5",0.9578534626458555,0.9530112270884895,0.9667079027797991,0.9598107038997165,0.051762288604393865,0.03329209722020084
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.5",0.9599151322270213,0.9523944862867699,0.9718677494199536,0.9620325845115912,0.05316616410093636,0.028132250580046404
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.3",0.9516593423245946,0.9489016924738927,0.9587760151360791,0.9538132985847179,0.0560692271218587,0.04122398486392083
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.3",0.9512010305372434,0.9468267581475128,0.9605568445475638,0.9536423841059603,0.05903824789715918,0.03944315545243619
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.5",0.9573799060463707,0.9558164739884393,0.9626328045408238,0.9592125299108114,0.04832464042990359,0.03736719545917625
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.5",0.9592331590512996,0.9545324563911924,0.9680974477958236,0.9612670986321095,0.05046817965402317,0.031902552204176336
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.3",0.9539134717381421,0.9576193781739798,0.9536821423373599,0.9556467049494121,0.04583530899320373,0.04631785766264008
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.3",0.9547624460104569,0.9569128100972001,0.9564965197215777,0.9567046196243383,0.047135375337248056,0.043503480278422275
"train layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.5",0.9580807698136081,0.9560070735140207,0.9638335031290933,0.9599043356947439,0.04816658764027185,0.03616649687090671
"val layers=[64, 128, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.5",0.9577934379025536,0.9534983545571613,0.9663573085846868,0.9598847677349658,0.05157911442628154,0.033642691415313224
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.3",0.9549174117290499,0.9420652250475453,0.9732571678067239,0.957407208561509,0.06499920973605185,0.026742832193276087
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.3",0.9554444191861787,0.939765755716676,0.9773781902552204,0.9582030139323287,0.06856054594508808,0.02262180974477958
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.5",0.9543680860736475,0.9531899512018797,0.9594673264444767,0.9563183375945167,0.05116959064327485,0.040532673555523216
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.5",0.9541562476320375,0.9507092706691503,0.9621519721577726,0.9563963963963964,0.05459450880812569,0.03784802784222738
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.3",0.945957720866798,0.9186809450960395,0.9832266045699316,0.9498585212393891,0.09451556819977873,0.016773395430068404
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.3",0.9427142532393726,0.9148648648648648,0.9817285382830626,0.9471180749860101,0.09998412950325346,0.018271461716937356
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.5",0.9533452038187604,0.9454830324395542,0.9660893610828118,0.9556751309230298,0.06049470523154734,0.03391063891718818
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.5",0.9552928695915739,0.9444601071327883,0.9715777262180975,0.9578270192994996,0.06252975718139978,0.02842227378190255
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.3",0.9472457948173966,0.9227977678112911,0.9807160529762771,0.9508757694953521,0.08910226015489173,0.019283947023722894
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.3",0.9471091914829128,0.9215179542981502,0.982453596287703,0.9510106681639529,0.09157276622758292,0.017546403712296984
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.5",0.9546711622973177,0.9536431025131079,0.9595764808615922,0.9566005912330655,0.05065591907697171,0.040423519138407804
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.5",0.9562021671592028,0.9520606754436176,0.964762180974478,0.9583693460097954,0.05316616410093636,0.03523781902552204
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.3",0.9507879981815427,0.9298991155334438,0.9792970455537767,0.9539590274331892,0.0801722775406986,0.02070295444622326
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.3",0.9502159581723119,0.9266858158938586,0.982453596287703,0.9537551911029774,0.08506586256149817,0.017546403712296984
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.5",0.955068949840885,0.9446490544656138,0.9705646921845438,0.9574315351207782,0.06175912754860123,0.029435307815456266
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.5",0.956581041145715,0.9439685437438562,0.9747679814385151,0.9591210672754512,0.06332328201872718,0.02523201856148492
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.3",0.8011630550083346,0.9014131102604093,0.6939673992140882,0.7842032769360442,0.08242452979295084,0.3060326007859118
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.3",0.8022277790406911,0.8989203276247207,0.7002610208816705,0.7872513857189436,0.08617679733375655,0.2997389791183295
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.5",0.9535914532504925,0.9554286130112065,0.9554286130112065,0.9554286130112065,0.04840366682471946,0.04457138698879348
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.5",0.955141319996969,0.9556230124313385,0.9586716937354989,0.9571449254379615,0.048722425011902874,0.04132830626450116
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.3",0.9490642521594181,0.9251980656446136,0.9815165187017901,0.9525255556928727,0.08617828354670459,0.018483481298209866
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.3",0.9477153898613321,0.9232133115111838,0.9815835266821346,0.9515040764689345,0.08935089668306619,0.018416473317865428
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.5",0.9487801181997272,0.9503162026604638,0.9513535147722311,0.9508345758027564,0.05401454085664612,0.04864648522776888
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.5",0.9502917329696143,0.9511278195488722,0.9538863109048724,0.9525050680567623,0.05364227900333281,0.046113689095127613
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.3",0.9426807091983634,0.9318454693128045,0.9601222529471692,0.9457725529550912,0.0762604709973131,0.03987774705283074
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.3",0.9421080548609533,0.9285714285714286,0.9633120649651972,0.9456227758007117,0.08109823837486113,0.036687935034802784
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.5",0.9557887558721019,0.9529246506267108,0.9626328045408238,0.9577541268462206,0.051643749012170066,0.03736719545917625
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.5",0.957490338713344,0.951275110414589,0.9682424593967517,0.9596837944664032,0.05427709887319473,0.03175754060324826
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.3",0.9503902106379755,0.9268962675548535,0.9821714452044826,0.9537336371826806,0.08412359728149202,0.01782855479551739
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.3",0.9501401833750095,0.9252795200436323,0.9840487238979119,0.9537596626844694,0.08697032217108396,0.015951276102088168
"train layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.5",0.953951356266101,0.9533166865704049,0.9584849366904381,0.9558938258613495,0.05097202465623518,0.04151506330956193
"val layers=[256, 128, 128, 256], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.5",0.9552928695915739,0.9536690647482015,0.9611368909512761,0.9573884154268381,0.0511029995238851,0.0388631090487239
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.3",0.9328307319290802,0.9379757025761124,0.9326517246397904,0.9353061373421878,0.06697486960644855,0.06734827536020957
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.3",0.9302114116844737,0.9317820494291083,0.9348897911832946,0.9333333333333333,0.07490874464370735,0.06511020881670533
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.5",0.9526064555235642,0.9460434223682331,0.9639426575462087,0.954909169550173,0.05970444128338865,0.036057342453791295
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.5",0.952943850875199,0.9466192170818505,0.9643271461716937,0.9553911356942748,0.059514362799555624,0.03567285382830626
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.3",0.9490642521594181,0.9403615955670799,0.9632513462378111,0.9516688534608264,0.0663426584479216,0.03674865376218891
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.3",0.9484731378343563,0.9373768646214466,0.9659222737819025,0.9514355092129696,0.07062371052213934,0.034077726218097446
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.5",0.9527201091074405,0.9462780397199599,0.9639062727405036,0.9550108147080029,0.05942784890153311,0.03609372725949644
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.5",0.9535500492536182,0.9464260338212306,0.9657772621809745,0.9560037321467021,0.05983177273448659,0.034222737819025524
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.3",0.9469237763297469,0.9416332665330661,0.9573933925192839,0.9494479324529119,0.06444602497234077,0.042606607480716055
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.3",0.9467303174964007,0.9390330355876931,0.9604118329466357,0.9496021220159151,0.06824313601015712,0.03958816705336427
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.5",0.9551447188968025,0.9487243621810906,0.9660529762771067,0.9573102577970074,0.05670143828038565,0.03394702372289332
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.5",0.9558232931726908,0.9485576239874947,0.9679524361948956,0.9581568937055911,0.057451198222504364,0.03204756380510441
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.3",0.9341566904076375,0.9192219040301739,0.957684470964925,0.9380590897751168,0.09139402560455193,0.042315529035074954
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.3",0.9345305751307115,0.9174972314507198,0.9611368909512761,0.9388101983002833,0.09458816060942707,0.0388631090487239
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.5",0.9547469313532353,0.953453073614976,0.9599403289186436,0.9566857039253014,0.05089299826141931,0.04005967108135643
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.5",0.9555959687807836,0.9512299771167048,0.9644721577726219,0.9578052995391705,0.05411839390572925,0.03552784222737819
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.3",0.9491968480072738,0.9281521889241817,0.9781327317712123,0.9524872448979592,0.08222696380591117,0.021867268228787658
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.3",0.9481700386451466,0.925362914270063,0.9798433874709976,0.9518242005916326,0.0864942072686875,0.02015661252900232
